notice_id,portal_id,candidate_count,retrieval_time_ms
N001774,P002,2227,0.114
N001782,P037,108,0.027
N001790,P189,1522,0.037
N001798,P004,1293,0.061
N001806,P044,728,0.03
N001814,P006,1190,0.054
N001822,P005,2264,0.108
N001830,P196,953,0.041
N001838,P094,159,0.02
N001846,P006,1003,0.042
N001854,P001,2270,0.098
N001862,P003,1671,0.074
N001870,P020,2576,0.077
N001878,P003,1766,0.086
N001886,P145,77,0.02
N001894,P232,722,0.029
N001902,P004,1140,0.185
N001910,P094,2397,0.066
N001918,P002,2424,0.144
N001926,P001,2214,0.111
N001934,P006,1265,0.055
N001942,P240,1418,0.048
N001950,P002,2328,0.304
N001958,P246,939,0.058
N001966,P094,1823,0.064
N001974,P152,2950,0.094
N001982,P094,2582,0.083
N001990,P096,411,0.04
N001998,P020,434,0.026
N002006,P240,1461,0.049
N002014,P116,1869,0.069
N002022,P047,2436,0.087
N002030,P006,1247,0.072
N002038,P006,1196,0.049
N002046,P094,1894,0.066
N002054,P241,373,0.031
N002062,P001,1567,0.057
N002070,P005,2212,0.109
N002078,P134,784,0.046
N002086,P004,1353,0.049
N002094,P005,2202,0.106
N002102,P020,1242,0.045
N002110,P006,1507,0.064
N002118,P239,2527,0.083
N002126,P028,1008,0.049
N002134,P002,1530,0.069
N002142,P229,610,0.036
N002150,P001,2266,0.108
N002158,P215,2808,0.154
N002166,P005,2325,0.134
N002174,P094,2216,0.073
N002182,P094,1670,0.057
N002190,P005,2202,0.09
N002198,P001,2206,0.113
N002206,P003,478,0.036
N002214,P001,2411,0.102
N002222,P004,1442,0.065
N002230,P021,955,0.037
N002238,P003,1538,0.069
N002246,P005,2520,0.128
N002254,P044,298,0.036
N002262,P004,1513,0.056
N002270,P005,2184,0.096
N002278,P200,2160,0.061
N002286,P004,1511,0.069
N002294,P094,901,0.039
N002302,P047,949,0.029
N002310,P227,1975,0.069
N002318,P094,1453,0.058
N002326,P002,2230,0.116
N002334,P003,1236,0.071
N002342,P158,1695,0.067
N002350,P241,2066,0.052
N002358,P158,2053,0.073
N002366,P094,264,0.209
N002374,P094,631,0.034
N002382,P104,923,0.054
N002390,P200,2182,0.068
N002398,P002,2122,0.099
N002406,P094,863,0.055
N002414,P001,2225,0.102
N002422,P020,2165,0.091
N002430,P106,1220,0.094
N002438,P020,2363,0.077
N002446,P006,1356,0.068
N002454,P094,1264,0.036
N002462,P011,672,0.031
N002470,P195,605,0.034
N002478,P013,114,0.015
N002486,P184,2713,0.06
N002494,P001,2243,0.115
N002502,P020,1472,0.063
N002510,P227,2193,0.066
N002518,P006,443,0.032
N002526,P240,636,0.031
N002534,P049,2264,0.058
N002542,P200,338,0.033
N002550,P004,1675,0.062
N002558,P044,2193,0.061
N002566,P017,930,0.04
N002574,P159,704,0.027
N002582,P006,1160,0.055
N002590,P215,2559,0.063
N002598,P095,1054,0.049
N002606,P050,1838,0.048
N002614,P003,1380,0.046
N002622,P225,1111,0.043
N002630,P073,1783,0.069
N002638,P225,1365,0.058
N002646,P001,2399,0.087
N002654,P047,2652,0.079
N002662,P044,672,0.043
N002670,P006,1372,0.062
N002678,P215,2668,0.074
N002686,P005,2377,0.166
N002694,P094,1764,0.063
N002702,P094,901,0.046
N002710,P240,679,0.032
N002718,P166,2330,0.056
N002726,P005,2175,0.097
N002734,P172,2453,0.071
N002742,P142,167,0.029
N002750,P184,937,0.028
N002758,P241,1003,0.039
N002766,P088,1768,0.046
N002774,P080,1080,0.043
N002782,P005,2239,0.115
N002790,P056,999,0.041
N002798,P178,2630,0.071
N002806,P004,730,0.05
N002814,P040,2206,0.052
N002822,P044,1810,0.059
N002830,P005,2164,0.098
N002838,P120,577,0.06
N002846,P088,987,0.036
N002854,P006,1584,0.102
N002862,P144,2626,0.109
N002870,P006,1690,0.085
N002878,P202,1894,0.073
N002886,P006,998,0.054
N002894,P257,346,0.026
N002902,P074,1089,0.037
N002910,P122,2136,0.071
N002918,P227,302,0.055
N002926,P094,2055,0.057
N002934,P094,2379,0.068
N002942,P007,328,0.036
N002950,P146,989,0.038
N002958,P189,1438,0.05
N002966,P006,1170,0.062
N002974,P005,2322,0.129
N002982,P094,862,0.067
N002990,P006,854,0.05
N002998,P056,2423,0.078
N003006,P020,2060,0.063
N003014,P003,792,0.045
N003022,P227,350,0.027
N003030,P235,2585,0.073
N003038,P013,56,0.029
N003046,P167,429,0.022
N003054,P197,1010,0.034
N003062,P216,1895,0.05
N003070,P200,2594,0.081
N003078,P129,1430,0.056
N003086,P004,769,0.047
N003094,P003,1388,0.062
N003102,P003,1202,0.058
N003110,P001,2165,0.097
N003118,P005,2184,0.111
N003126,P001,2020,0.086
N003134,P170,886,0.044
N003142,P167,864,0.031
N003150,P004,1709,0.078
N003158,P068,2123,0.054
N003166,P003,1696,0.08
N003174,P001,2321,0.133
N003182,P215,1308,0.049
N003190,P238,584,0.03
N003198,P094,2299,0.056
N003206,P001,2137,0.096
N003214,P006,1617,0.084
N003222,P005,2425,0.113
N003230,P094,829,0.047
N003238,P006,1399,0.063
N003246,P001,2465,0.128
N003254,P094,527,0.036
N003262,P246,1548,0.055
N003270,P005,2289,0.115
N003278,P006,1931,0.1
N003286,P006,1054,0.05
N003294,P003,1878,0.076
N003302,P002,2032,0.068
N003310,P184,229,0.028
N003318,P014,1226,0.039
N003326,P003,1027,0.051
N003334,P004,1346,0.064
N003342,P004,933,0.043
N003350,P221,165,0.018
N003358,P004,687,0.031
N003366,P094,1349,0.044
N003374,P094,1228,0.036
N003382,P002,1765,0.072
N003390,P159,462,0.027
N003398,P001,1626,0.066
N003406,P106,205,0.026
N003414,P006,1446,0.047
N003422,P001,2381,0.117
N003430,P044,1138,0.04
N003438,P167,1813,0.068
N003446,P094,200,0.024
N003454,P087,242,0.015
N003462,P195,1090,0.033
N003470,P004,876,0.043
N003478,P240,144,0.018
N003486,P001,2379,0.1
N003494,P209,219,0.031
N003502,P004,962,0.035
N003510,P094,1725,0.049
N003518,P089,2524,0.066
N003526,P064,393,0.034
N003534,P031,1373,0.04
N003542,P005,2142,0.085
N003550,P006,1574,0.071
N003558,P005,2200,0.087
N003566,P004,1088,0.061
N003574,P004,1563,0.059
N003582,P001,2347,0.085
N003590,P091,1381,0.056
N003598,P006,753,0.043
N003606,P096,1235,0.049
N003614,P227,2273,0.058
N003622,P004,1673,0.07
N003630,P109,92,0.019
N003638,P244,104,0.01
N003646,P068,2092,0.048
N003654,P202,1239,0.047
N003662,P008,108,0.018
N003670,P017,185,0.017
N003678,P044,415,0.018
N003686,P192,197,0.014
N003694,P004,1497,0.057
N003702,P240,2001,0.052
N003710,P001,2246,0.113
N003718,P072,566,0.037
N003726,P127,1606,0.049
N003734,P004,1254,0.058
N003742,P094,615,0.032
N003750,P177,509,0.02
N003758,P002,2198,0.098
N003766,P061,2121,0.058
N003774,P088,3099,0.092
N003782,P094,1804,0.066
N003790,P005,2422,0.11
N003798,P005,2213,0.095
N003806,P240,1860,0.062
N003814,P002,2331,0.097
N003822,P001,2223,0.111
N003830,P002,2285,0.114
N003838,P002,2168,0.079
N003846,P001,1440,0.067
N003854,P232,689,0.038
N003862,P005,2179,0.097
N003870,P241,3076,0.1
N003878,P241,287,0.035
N003886,P001,2128,0.075
N003894,P005,2324,0.115
N003902,P005,1924,0.067
N003910,P001,2143,0.092
N003918,P003,1656,0.08
N003926,P057,922,0.042
N003934,P094,682,0.03
N003942,P186,430,0.024
N003950,P003,955,0.04
N003958,P181,626,0.029
N003966,P017,2317,0.055
N003974,P225,1896,0.054
N003982,P005,357,0.03
N003990,P044,1389,0.04
N003998,P004,1159,0.052
N004006,P001,2218,0.09
N004014,P015,183,0.028
N004022,P001,2118,0.104
N004030,P064,445,0.03
N004038,P189,459,0.021
N004046,P208,1310,0.043
N004054,P004,1240,0.059
N004062,P256,1974,0.05
N004070,P041,1825,0.051
N004078,P006,1451,0.061
N004086,P172,1788,0.046
N004094,P015,71,0.018
N004102,P130,2702,0.059
N004110,P031,1879,0.074
N004118,P056,596,0.029
N004126,P094,1874,0.052
N004134,P232,325,0.027
N004142,P094,1745,0.055
N004150,P031,485,0.027
N004158,P104,2104,0.047
N004166,P043,1522,0.061
N004174,P135,750,0.035
N004182,P094,985,0.037
N004190,P006,1785,0.074
N004198,P005,2328,0.118
N004206,P035,438,0.033
N004214,P231,629,0.029
N004222,P004,1052,0.044
N004230,P004,1748,0.069
N004238,P231,2918,0.075
N004246,P228,866,0.041
N004254,P003,1536,0.06
N004262,P006,1321,0.044
N004270,P005,2046,0.072
N004278,P004,937,0.049
N004286,P094,1011,0.035
N004294,P088,2178,0.052
N004302,P094,979,0.043
N004310,P001,2220,0.074
N004318,P001,2122,0.102
N004326,P005,2186,0.105
N004334,P014,853,0.044
N004342,P094,2360,0.055
N004350,P146,1178,0.048
N004358,P091,2025,0.045
N004366,P001,1724,0.081
N004374,P207,1990,0.051
N004382,P001,1586,0.068
N004390,P004,1868,0.088
N004398,P002,2174,0.084
N004406,P257,1524,0.052
N004414,P004,1382,0.059
N004422,P088,1917,0.045
N004430,P001,2131,0.075
N004438,P256,868,0.038
N004446,P044,561,0.026
N004454,P044,459,0.021
N004462,P189,2641,0.075
N004470,P004,1034,0.054
N004478,P005,2231,0.102
N004486,P189,2403,0.08
N004494,P003,1521,0.056
N004502,P005,2117,0.095
N004510,P094,2282,0.085
N004518,P094,288,0.026
N004526,P094,2051,0.044
N004534,P001,2163,0.088
N004542,P042,347,0.035
N004550,P038,2674,0.063
N004558,P013,64,0.027
N004566,P147,1393,0.033
N004574,P181,2472,0.076
N004582,P005,2458,0.384
N004590,P228,532,0.073
N004598,P227,1942,0.054
N004606,P004,1018,0.056
N004614,P207,1287,0.046
N004622,P005,2275,0.11
N004630,P049,639,0.043
N004638,P094,1980,0.062
N004646,P094,2913,0.078
N004654,P006,837,0.054
N004662,P002,2224,0.09
N004670,P094,1563,0.052
N004678,P002,1589,0.065
N004686,P227,2100,0.057
N004694,P006,1840,0.083
N004702,P004,1652,0.07
N004710,P045,1450,0.045
N004718,P137,816,0.036
N004726,P240,1040,0.037
N004734,P094,1008,0.036
N004742,P068,2048,0.049
N004750,P021,1069,0.052
N004758,P001,2170,0.076
N004766,P136,2525,0.082
N004774,P001,2092,0.101
N004782,P217,1945,0.054
N004790,P003,1275,0.042
N004798,P094,596,0.029
N004806,P002,2200,0.08
N004814,P240,1077,0.05
N004822,P002,2469,0.211
N004830,P241,875,0.052
N004838,P236,2039,0.046
N004846,P020,1985,0.06
N004854,P069,2276,0.076
N004862,P006,1286,0.068
N004870,P101,2963,0.081
N004878,P255,1850,0.065
N004886,P050,1913,0.052
N004894,P094,1125,0.045
N004902,P001,2319,0.103
N004910,P087,305,0.033
N004918,P006,1612,0.063
N004926,P168,513,0.031
N004934,P170,733,0.029
N004942,P107,178,0.018
N004950,P006,785,0.033
N004958,P120,863,0.029
N004966,P004,1850,0.083
N004974,P091,1319,0.058
N004982,P005,2505,0.133
N004990,P116,2791,0.119
N004998,P216,752,0.041
N005006,P094,1664,0.045
N005014,P094,1173,0.041
N005022,P232,770,0.037
N005030,P216,285,0.02
N005038,P004,876,0.038
N005046,P071,2888,0.073
N005054,P146,2670,0.078
N005062,P006,1474,0.074
N005070,P167,244,0.024
N005078,P003,1162,0.042
N005086,P014,1774,0.206
N005094,P005,2267,0.118
N005102,P160,1994,0.066
N005110,P006,1447,0.066
N005118,P146,1943,0.049
N005126,P006,1628,0.069
N005134,P005,1440,0.061
N005142,P013,64,0.02
N005150,P003,1586,0.056
N005158,P069,1738,0.063
N005166,P094,2173,0.072
N005174,P044,2677,0.077
N005182,P003,1719,0.084
N005190,P001,2157,0.1
N005198,P002,2178,0.089
N005206,P094,293,0.028
N005214,P094,512,0.023
N005222,P002,1266,0.051
N005230,P211,573,0.031
N005238,P006,954,0.044
N005246,P004,1065,0.043
N005254,P044,1623,0.049
N005262,P065,2063,0.054
N005270,P213,1062,0.044
N005278,P020,1268,0.036
N005286,P044,2992,0.076
N005294,P004,729,0.048
N005302,P094,1152,0.028
N005310,P006,1679,0.069
N005318,P232,450,0.03
N005326,P064,2542,0.087
N005334,P122,1491,0.062
N005342,P020,1485,0.053
N005350,P215,307,0.026
N005358,P094,533,0.022
N005366,P040,1198,0.044
N005374,P193,2344,0.078
N005382,P161,1080,0.045
N005390,P100,307,0.024
N005398,P004,790,0.031
N005406,P003,1857,0.08
N005414,P003,940,0.047
N005422,P005,1940,0.089
N005430,P133,448,0.032
N005438,P068,1037,0.03
N005446,P004,1399,0.054
N005454,P221,202,0.022
N005462,P005,2195,0.088
N005470,P238,2030,0.058
N005478,P003,897,0.038
N005486,P003,717,0.042
N005494,P007,1051,0.036
N005502,P006,1355,0.056
N005510,P200,1035,0.039
N005518,P094,1150,0.037
N005526,P004,934,0.041
N005534,P004,870,0.043
N005542,P012,1984,0.044
N005550,P002,2401,0.116
N005558,P241,1023,0.042
N005566,P054,390,0.025
N005574,P181,2682,0.065
N005582,P094,823,0.04
N005590,P094,1946,0.04
N005598,P020,1143,0.042
N005606,P001,1070,0.042
N005614,P094,2667,0.092
N005622,P094,612,0.04
N005630,P094,1972,0.059
N005638,P189,2044,0.071
N005646,P005,2458,0.12
N005654,P006,661,0.042
N005662,P240,844,0.027
N005670,P004,572,0.027
N005678,P056,428,0.019
N005686,P044,1722,0.052
N005694,P244,100,0.02
N005702,P181,1050,0.028
N005710,P001,2137,0.078
N005718,P020,2010,0.056
N005726,P102,1156,0.046
N005734,P181,1261,0.048
N005742,P073,3330,0.106
N005750,P004,1851,0.094
N005758,P158,2927,0.098
N005766,P233,107,0.029
N005774,P020,1325,0.037
N005782,P048,2001,0.046
N005790,P013,124,0.021
N005798,P240,1043,0.029
N005806,P006,1657,0.063
N005814,P003,824,0.038
N005822,P001,1983,0.096
N005830,P096,655,0.041
N005838,P241,1011,0.032
N005846,P006,1399,0.055
N005854,P240,2643,0.064
N005862,P002,2410,0.132
N005870,P230,2127,0.058
N005878,P013,133,0.024
N005886,P003,1468,0.039
N005894,P014,430,0.031
N005902,P227,615,0.027
N005910,P110,1073,0.034
N005918,P033,2750,0.071
N005926,P089,2177,0.074
N005934,P094,2732,0.067
N005942,P020,2957,0.087
N005950,P207,591,0.038
N005958,P003,1137,0.043
N005966,P065,2062,0.047
N005974,P211,1377,0.055
N005982,P031,1703,0.047
N005990,P147,1700,0.051
N005998,P002,2243,0.097
N006006,P003,1709,0.078
N006014,P001,2275,0.082
N006022,P081,1592,0.053
N006030,P094,435,0.025
N006038,P006,1256,0.049
N006046,P004,1143,0.05
N006054,P094,718,0.03
N006062,P231,1431,0.045
N006070,P166,2372,0.059
N006078,P001,2282,0.121
N006086,P137,1367,0.051
N006094,P002,2132,0.079
N006102,P098,1119,0.048
N006110,P094,1514,0.044
N006118,P240,2412,0.08
N006126,P246,307,0.034
N006134,P050,2004,0.043
N006142,P216,1933,0.067
N006150,P003,1054,0.047
N006158,P232,287,0.022
N006166,P195,1177,0.03
N006174,P006,1039,0.044
N006182,P096,1671,0.043
N006190,P094,1566,0.057
N006198,P006,1962,0.085
N006206,P001,1430,0.066
N006214,P001,2234,0.099
N006222,P004,2078,0.102
N006230,P208,1270,0.05
N006238,P194,572,0.025
N006246,P004,1435,0.045
N006254,P001,2196,0.094
N006262,P240,1121,0.045
N006270,P005,2477,0.119
N006278,P003,2003,0.092
N006286,P227,2300,0.061
N006294,P148,2875,0.089
N006302,P150,1113,0.05
N006310,P136,878,0.029
N006318,P215,486,0.019
N006326,P094,2043,0.059
N006334,P003,1291,0.062
N006342,P002,2247,0.097
N006350,P005,1738,0.077
N006358,P006,1139,0.049
N006366,P006,1710,0.068
N006374,P069,871,0.032
N006382,P181,1525,0.045
N006390,P006,1488,0.062
N006398,P094,898,0.036
N006406,P228,2439,0.058
N006414,P020,2416,0.078
N006422,P006,585,0.038
N006430,P004,1125,0.052
N006438,P167,2200,0.07
N006446,P054,663,0.038
N006454,P214,1356,0.049
N006462,P200,2246,0.054
N006470,P001,2053,0.074
N006478,P002,1766,0.08
N006486,P006,1634,0.07
N006494,P020,933,0.041
N006502,P013,44,0.013
N006510,P170,520,0.016
N006518,P253,2029,0.056
N006526,P003,1598,0.067
N006534,P005,2095,0.086
N006542,P004,1363,0.075
N006550,P136,1313,0.038
N006558,P020,1944,0.046
N006566,P006,937,0.047
N006574,P244,110,0.013
N006582,P094,1180,0.037
N006590,P067,2107,0.048
N006598,P005,2252,0.107
N006606,P002,2091,0.105
N006614,P006,716,0.042
N006622,P001,2184,0.075
N006630,P094,2005,0.054
N006638,P006,1217,0.052
N006646,P006,1149,0.065
N006654,P106,2315,0.055
N006662,P005,2020,0.089
N006670,P002,2293,0.118
N006678,P003,1047,0.05
N006686,P200,496,0.025
N006694,P094,1576,0.039
N006702,P240,790,0.034
N006710,P005,1602,0.06
N006718,P003,1460,0.051
N006726,P020,1414,0.047
N006734,P067,1531,0.047
N006742,P001,784,0.039
N006750,P046,103,0.014
N006758,P003,1621,0.046
N006766,P175,806,0.036
N006774,P006,976,0.04
N006782,P215,1588,0.053
N006790,P005,2262,0.083
N006798,P001,2279,0.103
N006806,P207,2302,0.066
N006814,P001,2320,0.12
N006822,P195,2559,0.068
N006830,P004,1288,0.283
N006838,P027,1772,0.085
N006846,P002,2170,0.137
N006854,P073,1087,0.063
N006862,P006,1509,0.084
N006870,P006,1668,0.081
N006878,P191,1946,0.054
N006886,P153,154,0.024
N006894,P001,2343,0.123
N006902,P005,2175,0.126
N006910,P094,1339,0.062
N006918,P240,901,0.055
N006926,P096,2351,0.073
N006934,P094,784,0.04
N006942,P005,2439,0.121
N006950,P002,2070,0.104
N006958,P004,723,0.046
N006966,P091,2115,0.049
N006974,P057,1259,0.045
N006982,P191,2126,0.05
N006990,P227,1277,0.043
N006998,P005,1880,0.093
N007006,P063,1304,0.047
N007014,P006,1292,0.063
N007022,P240,1021,0.044
N007030,P013,125,0.025
N007038,P013,75,0.012
N007046,P020,3070,0.082
N007054,P016,212,0.038
N007062,P001,2104,0.078
N007070,P034,661,0.042
N007078,P020,885,0.033
N007086,P181,1341,0.04
N007094,P240,1125,0.039
N007102,P215,334,0.025
N007110,P146,1023,0.032
N007118,P001,2426,0.13
N007126,P235,516,0.041
N007134,P006,433,0.024
N007142,P001,2254,0.109
N007150,P005,1660,0.078
N007158,P006,1371,0.046
N007166,P222,339,0.027
N007174,P004,1248,0.041
N007182,P240,1179,0.042
N007190,P228,2206,0.054
N007198,P020,2041,0.053
N007206,P215,1329,0.055
N007214,P001,2513,0.138
N007222,P005,1781,0.085
N007230,P140,1908,0.055
N007238,P004,1094,0.053
N007246,P004,1846,0.082
N007254,P003,647,0.038
N007262,P004,1090,0.04
N007270,P006,822,0.039
N007278,P215,1991,0.051
N007286,P003,1348,0.05
N007294,P094,496,0.027
N007302,P063,545,0.02
N007310,P001,1618,0.066
N007318,P152,256,0.026
N007326,P089,1857,0.059
N007334,P094,2015,0.07
N007342,P007,1528,0.049
N007350,P227,812,0.037
N007358,P094,961,0.033
N007366,P184,267,0.018
N007374,P006,1795,0.08
N007382,P003,1207,0.051
N007390,P001,1164,0.043
N007398,P005,2198,0.094
N007406,P141,1066,0.048
N007414,P052,2122,0.048
N007422,P004,1558,0.073
N007430,P005,2209,0.087
N007438,P181,1193,0.046
N007446,P044,1224,0.034
N007454,P004,668,0.036
N007462,P006,1092,0.044
N007470,P094,2093,0.053
N007478,P004,1907,0.078
N007486,P002,2157,0.092
N007494,P044,497,0.034
N007502,P002,2072,0.096
N007510,P240,2248,0.073
N007518,P200,888,0.035
N007526,P003,721,0.036
N007534,P003,1819,0.085
N007542,P001,2271,0.095
N007550,P002,2204,0.113
N007558,P004,1328,0.071
N007566,P003,1472,0.069
N007574,P006,961,0.041
N007582,P005,2024,0.073
N007590,P020,1956,0.055
N007598,P004,639,0.049
N007606,P036,1985,0.045
N007614,P005,2217,0.094
N007622,P044,2014,0.071
N007630,P094,2134,0.054
N007638,P048,982,0.042
N007646,P004,1452,0.051
N007654,P094,2989,0.087
N007662,P004,1265,0.067
N007670,P003,1064,0.05
N007678,P006,1461,0.061
N007686,P240,1895,0.066
N007694,P013,189,0.024
N007702,P004,1121,0.046
N007710,P094,1009,0.036
N007718,P003,1628,0.057
N007726,P020,1377,0.052
N007734,P006,1447,0.052
N007742,P002,2445,0.117
N007750,P094,1957,0.063
N007758,P006,1644,0.062
N007766,P099,1358,0.044
N007774,P017,2019,0.053
N007782,P006,1582,0.069
N007790,P004,1280,0.059
N007798,P001,1929,0.08
N007806,P094,2600,0.07
N007814,P094,1969,0.068
N007822,P047,1793,0.066
N007830,P198,2547,0.065
N007838,P215,793,0.04
N007846,P202,1911,0.041
N007854,P094,1483,0.046
N007862,P087,2385,0.06
N007870,P002,2403,0.125
N007878,P151,193,0.029
N007886,P199,2152,0.054
N007894,P094,1970,0.047
N007902,P001,2269,0.111
N007910,P003,1121,0.053
N007918,P006,1409,0.06
N007926,P094,1935,0.055
N007934,P094,2445,0.066
N007942,P024,2125,0.057
N007950,P001,2100,0.09
N007958,P003,1472,0.061
N007966,P002,2261,0.113
N007974,P006,695,0.041
N007982,P001,2121,0.094
N007990,P005,2337,0.088
N007998,P094,228,0.028
N008006,P001,1433,0.049
N008014,P211,1875,0.054
N008022,P005,2276,0.088
N008030,P005,2237,0.117
N008038,P189,1958,0.054
N008046,P005,2033,0.108
N008054,P028,868,0.043
N008062,P005,1854,0.079
N008070,P094,2780,0.077
N008078,P094,2063,0.067
N008086,P219,2499,0.061
N008094,P003,813,0.052
N008102,P006,1216,0.05
N008110,P005,2131,0.089
N008118,P183,907,0.037
N008126,P221,228,0.018
N008134,P004,1324,0.051
N008142,P003,1745,0.077
N008150,P094,1944,0.061
N008158,P238,1843,0.049
N008166,P002,2229,0.112
N008174,P094,192,0.028
N008182,P175,1396,0.042
N008190,P020,1948,0.05
N008198,P004,1626,0.065
N008206,P240,1674,0.05
N008214,P207,3258,0.094
N008222,P003,1767,0.074
N008230,P005,1002,0.051
N008238,P006,1903,0.081
N008246,P123,175,0.022
N008254,P044,2259,0.06
N008262,P210,1191,0.044
N008270,P006,1886,0.084
N008278,P059,447,0.024
N008286,P004,1459,0.04
N008294,P002,2110,0.077
N008302,P003,1430,0.069
N008310,P240,1941,0.051
N008318,P003,1327,0.048
N008326,P003,1292,0.063
N008334,P021,436,0.027
N008342,P006,857,0.031
N008350,P094,774,0.029
N008358,P001,1995,0.061
N008366,P241,705,0.038
N008374,P005,2512,0.117
N008382,P001,2110,0.079
N008390,P248,2133,0.057
N008398,P094,2156,0.062
N008406,P006,1298,0.056
N008414,P094,2172,0.055
N008422,P003,1310,0.063
N008430,P006,768,0.055
N008438,P244,165,0.017
N008446,P001,2180,0.099
N008454,P246,921,0.043
N008462,P005,2005,0.1
N008470,P004,1337,0.063
N008478,P006,1300,0.076
N008486,P037,79,0.017
N008494,P091,1156,0.039
N008502,P006,1574,0.048
N008510,P120,848,0.035
N008518,P221,79,0.015
N008526,P181,949,0.03
N008534,P020,2044,0.058
N008542,P064,1117,0.041
N008550,P094,1547,0.038
N008558,P001,2182,0.089
N008566,P219,1644,0.059
N008574,P157,1157,0.035
N008582,P215,2163,0.048
N008590,P002,2027,0.081
N008598,P073,2175,0.058
N008606,P006,1820,0.078
N008614,P246,2739,0.079
N008622,P001,2171,0.102
N008630,P002,2191,0.07
N008638,P005,2301,0.127
N008646,P196,2473,0.082
N008654,P005,2263,0.102
N008662,P250,2077,0.055
N008670,P003,1329,0.064
N008678,P004,1429,0.055
N008686,P001,2185,0.11
N008694,P240,2106,0.056
N008702,P006,1359,0.065
N008710,P094,431,0.029
N008718,P114,83,0.01
N008726,P004,1022,0.035
N008734,P004,1375,0.056
N008742,P189,251,0.021
N008750,P003,1608,0.055
N008758,P002,2258,0.103
N008766,P094,2378,0.066
N008774,P005,1239,0.058
N008782,P189,1515,0.044
N008790,P179,1167,0.032
N008798,P104,2473,0.071
N008806,P001,2127,0.083
N008814,P002,2173,0.09
N008822,P094,3117,0.089
N008830,P206,1661,0.058
N008838,P024,680,0.036
N008846,P028,2301,0.057
N008854,P006,1710,0.081
N008862,P221,195,0.023
N008870,P094,1944,0.041
